,message,label
353,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,ham
354,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam
355,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam
356,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam
357,That's y i said it's bad dat all e gals know u... Wat u doing now?,ham
358,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,ham
359,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham
360,Jesus armand really is trying to tell everybody he can find,ham
361,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive Â£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam
362,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,spam
363,"No, but you told me you were going, before you got drunk!",ham
364,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,ham
365,Really? I crashed out cuddled on my sofa.,ham
366,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham
367,Nationwide auto centre (or something like that) on Newport road. I liked them there,ham
368,Thats cool. How was your day?,ham
369,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ham
370,Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.,ham
371,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
372,"For ur chance to win a Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
373,What happened to our yo date?,ham
374,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham
375,"Sorry,  in meeting I'll call you later",ham
376,"Haven't seen my facebook, huh? Lol!",ham
377,I dun believe u. I thk u told him.,ham
378,Will purchase d stuff today and mail to you. Do you have a po box number?,ham
379,"Sorry, I'll call you  later. I am in meeting sir.",ham
380,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham
381,Welp apparently he retired,ham
382,How much i gave to you. Morning.,ham
383,Theyre doing it to lots of places. Only hospitals and medical places are safe.,ham
384,Ball is moving a lot.will spin in last :)so very difficult to bat:),ham
385,Dont pick up d call when something important is There to tell. Hrishi,ham
386,Y de asking like this.,ham
387,"I sent you the prices and do you mean the  &lt;#&gt; g,",ham
388,This is the 2nd time we have tried to contact u. U have won the Â£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam
389,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",ham
390,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham
391,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
392,So do you have samus shoulders yet,ham
393,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ham
394,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg Â£1.50",spam
395,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham
396,"URGENT! Your mobile number *************** WON a Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",spam
397,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,spam
398,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,ham
399,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,ham
400,"Aight, I'm chillin in a friend's room so text me when you're on the way",ham
401,None of that's happening til you get here though,ham
402,His frens go then he in lor. Not alone wif my mum n sis lor.,ham
403,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,ham
404,Dear got bus directly to calicut,ham
405,Great! So what attracts you to the brothas?,ham
406,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ham
407,I.ll get there tomorrow and send it to you,ham
408,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",ham
409,U know we watchin at lido?,ham
410,"Sorry battery died, yeah I'm here",ham
411,"URGENT! Your Mobile No was awarded a Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam
412,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,ham
413,* Am on my way,ham
414,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,ham
415,Then ur sis how?,ham
416,"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.""",ham
417,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,ham
418,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam
419,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
420,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",ham
421,Eh den sat u book e kb liao huh...,ham
422,Have a good evening! Ttyl,ham
423,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,ham
424,I'm not sure if its still available though,ham
425,U studying in sch or going home? Anyway i'll b going 2 sch later.,ham
426,But i'll b going 2 sch on mon. My sis need 2 take smth.,ham
427,"U so lousy, run already come back then half dead... Hee...",ham
428,I know a few people I can hit up and fuck to the yes,ham
429,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",ham
430,I wont. So wat's wit the guys,ham
431,"I av a new number,  . Wil u only use this one,ta.",ham
432,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam
433,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham
434,"Yeah, we got one lined up for us",ham
435,I'm now but have to wait till 2 for the bus to pick me.,ham
436,Tension ah?what machi?any problem?,ham
437, &lt;#&gt;  in mca. But not conform.,ham
438,"It'll be tough, but I'll do what I have to",ham
439,Yes. that will be fine. Love you. Be safe.,ham
440,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham
441,Ok i am on the way to home hi hi,ham
442,Gud mrng dear hav a nice day,ham
443,Already one guy loving you:-.,ham
444,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",ham
445,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,spam
446,No..he joined today itself.,ham
447,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham
448,Dont think so. It turns off like randomlly within 5min of opening,ham
449,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam
450,Surely result will offer:),ham
451,Dear :-/ why you mood off. I cant drive so i brother to drive,ham
452,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham
453,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Â£1.50rcvd,spam
454,Ok c Ã¼ then.,ham
455,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",ham
456,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam
457,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",ham
458,have you ever had one foot before?,ham
459,Hey r Ã¼ still online? I've finished the formatting...,ham
460,What u talking bout early morning? It's almost noon where your at!,ham
461,Ya very nice. . .be ready on thursday,ham
462,Are you going to write ccna exam this week??,ham
463,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",ham
464,Guessin you ain't gonna be here before 9?,ham
465,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",ham
466,"Come to mu, we're sorting out our narcotics situation",ham
467,U sick still can go shopping?,ham
468,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
469,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam
470,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",ham
471,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,ham
472,74355 XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC,spam
473,No plans yet. What are you doing ?,ham
474,I'll be late...,ham
475,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
476,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ham
477,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",ham
478,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham
479,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,ham
480,This pay is  &lt;DECIMAL&gt;  lakhs:),ham
481,Unni thank you dear for the recharge..Rakhesh,ham
482,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam
483,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam
484,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,ham
485,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham
